episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,20997,12800,21000,12800,1000,640,21000,640,20997,False,1,21,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-34,1682733634,3.7613461017608643,88.59926223754883,37547,gold53.cluster.local,10.13.39.108,88.59926223754883,0,21,111.90236783027649,21000,12800,20997,12800,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],199.124,21000,12800,20997,12800,32.480000000000004,10.3,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,21997,13440,22000,13440,1000,640,22000,640,21997,False,1,22,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-38,1682733638,3.6199352741241455,92.21919751167297,37547,gold53.cluster.local,10.13.39.108,92.21919751167297,0,22,111.90236783027649,22000,13440,21997,13440,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],180.954,22000,13440,21997,13440,34.03333333333333,10.299999999999999,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,22997,14080,23000,14080,1000,640,23000,640,22997,False,1,23,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-42,1682733642,3.500626564025879,95.71982407569885,37547,gold53.cluster.local,10.13.39.108,95.71982407569885,0,23,111.90236783027649,23000,14080,22997,14080,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],169.345,23000,14080,22997,14080,37.1,10.34,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,23997,14720,24000,14720,1000,640,24000,640,23997,False,1,24,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-45,1682733645,3.8079681396484375,99.52779221534729,37547,gold53.cluster.local,10.13.39.108,99.52779221534729,0,24,111.90236783027649,24000,14720,23997,14720,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],192.72,24000,14720,23997,14720,35.18000000000001,10.5,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,24997,15360,25000,15360,1000,640,25000,640,24997,False,1,25,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-50,1682733650,4.4074695110321045,103.9352617263794,37547,gold53.cluster.local,10.13.39.108,103.9352617263794,0,25,111.90236783027649,25000,15360,24997,15360,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],181.531,25000,15360,24997,15360,32.21666666666667,10.6,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,25997,16000,26000,16000,1000,640,26000,640,25997,False,1,26,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-54,1682733654,4.078923225402832,108.01418495178223,37547,gold53.cluster.local,10.13.39.108,108.01418495178223,0,26,111.90236783027649,26000,16000,25997,16000,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],206.225,26000,16000,25997,16000,31.149999999999995,10.299999999999999,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,26997,16640,27000,16640,1000,640,27000,640,26997,False,1,27,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-00-58,1682733658,3.9796814918518066,111.99386644363403,37547,gold53.cluster.local,10.13.39.108,111.99386644363403,0,27,111.90236783027649,27000,16640,26997,16640,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],193.689,27000,16640,26997,16640,30.349999999999998,10.333333333333334,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,27997,17280,28000,17280,1000,640,28000,640,27997,False,1,28,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-02,1682733662,3.686418056488037,115.68028450012207,37547,gold53.cluster.local,10.13.39.108,115.68028450012207,0,28,111.90236783027649,28000,17280,27997,17280,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],177.3,28000,17280,27997,17280,33.00000000000001,10.48,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,28997,17920,29000,17920,1000,640,29000,640,28997,False,1,29,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-06,1682733666,4.0104660987854,119.69075059890747,37547,gold53.cluster.local,10.13.39.108,119.69075059890747,0,29,111.90236783027649,29000,17920,28997,17920,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],196.781,29000,17920,28997,17920,34.083333333333336,10.666666666666666,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,29997,18560,30000,18560,1000,640,30000,640,29997,False,1,30,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-10,1682733670,3.775080919265747,123.46583151817322,37547,gold53.cluster.local,10.13.39.108,123.46583151817322,0,30,111.90236783027649,30000,18560,29997,18560,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],175.905,30000,18560,29997,18560,37.660000000000004,10.26,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,30997,19200,31000,19200,1000,640,31000,640,30997,False,1,31,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-14,1682733674,3.8153626918792725,127.28119421005249,37547,gold53.cluster.local,10.13.39.108,127.28119421005249,0,31,111.90236783027649,31000,19200,30997,19200,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],187.507,31000,19200,30997,19200,33.300000000000004,10.299999999999999,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,31997,19840,32000,19840,1000,640,32000,640,31997,False,1,32,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-17,1682733677,3.7801527976989746,131.06134700775146,37547,gold53.cluster.local,10.13.39.108,131.06134700775146,0,32,111.90236783027649,32000,19840,31997,19840,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],191.273,32000,19840,31997,19840,34.239999999999995,10.4,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,32997,20480,33000,20480,1000,640,33000,640,32997,False,1,33,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-21,1682733681,3.7169978618621826,134.77834486961365,37547,gold53.cluster.local,10.13.39.108,134.77834486961365,0,33,111.90236783027649,33000,20480,32997,20480,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],177.368,33000,20480,32997,20480,32.3,10.583333333333334,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,33997,21120,34000,21120,1000,640,34000,640,33997,False,1,34,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-25,1682733685,3.529651641845703,138.30799651145935,37547,gold53.cluster.local,10.13.39.108,138.30799651145935,0,34,111.90236783027649,34000,21120,33997,21120,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],182.156,34000,21120,33997,21120,33.980000000000004,10.38,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,34997,21760,35000,21760,1000,640,35000,640,34997,False,1,35,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-28,1682733688,3.6178388595581055,141.92583537101746,37547,gold53.cluster.local,10.13.39.108,141.92583537101746,0,35,111.90236783027649,35000,21760,34997,21760,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],178.325,35000,21760,34997,21760,35.879999999999995,10.3,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,35997,22400,36000,22400,1000,640,36000,640,35997,False,1,36,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-32,1682733692,3.7333333492279053,145.65916872024536,37547,gold53.cluster.local,10.13.39.108,145.65916872024536,0,36,111.90236783027649,36000,22400,35997,22400,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],189.25,36000,22400,35997,22400,38.18,10.36,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,36997,23040,37000,23040,1000,640,37000,640,36997,False,1,37,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-36,1682733696,3.6625816822052,149.32175040245056,37547,gold53.cluster.local,10.13.39.108,149.32175040245056,0,37,111.90236783027649,37000,23040,36997,23040,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],184.403,37000,23040,36997,23040,36.76666666666666,10.55,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,37997,23680,38000,23680,1000,640,38000,640,37997,False,1,38,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-40,1682733700,3.6208412647247314,152.9425916671753,37547,gold53.cluster.local,10.13.39.108,152.9425916671753,0,38,111.90236783027649,38000,23680,37997,23680,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],183.241,38000,23680,37997,23680,36.08,10.559999999999999,[2527.9249072251678],[20000]
2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,1,0,0,38997,24320,39000,24320,1000,640,39000,640,38997,False,1,39,db29d_00000,a677ea7d121941ed88786a91c3c575b3,2023-04-29_03-01-43,1682733703,3.6708455085754395,156.61343717575073,37547,gold53.cluster.local,10.13.39.108,156.61343717575073,0,39,111.90236783027649,39000,24320,38997,24320,2527.9249072251678,2527.9249072251678,2527.9249072251678,20000.0,0,0,[2527.9249072251678],[20000],182.407,39000,24320,38997,24320,39.2,10.4,[2527.9249072251678],[20000]
